TIME_PERIOD	TERRITORIO	MEDIDAS	PRODUCTO_AGRICOLA	POSICION_COMERCIAL	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION_CODE	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
10/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	35.14				
10/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
10/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.13				
09/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.37	Abierto (libre para publicación)	F	Valor normal	A
09/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
09/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	12.12				
09/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
09/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.04				
08/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.33	Abierto (libre para publicación)	F	Valor normal	A
08/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
08/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
08/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
08/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
07/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.33	Abierto (libre para publicación)	F	Valor normal	A
07/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
07/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-2.94				
07/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
07/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.01				
06/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.34	Abierto (libre para publicación)	F	Valor normal	A
06/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
06/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	6.25				
06/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
06/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.02				
05/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.32	Abierto (libre para publicación)	F	Valor normal	A
05/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
05/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-3.03				
05/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
05/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.01				
04/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.33	Abierto (libre para publicación)	F	Valor normal	A
04/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
04/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-2.94				
04/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
04/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.01				
03/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.34	Abierto (libre para publicación)	F	Valor normal	A
03/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
03/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-5.56				
03/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
03/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
02/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.36	Abierto (libre para publicación)	F	Valor normal	A
02/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
02/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-2.7				
02/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
02/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.01				
01/2016	Canarias	Precio medio ponderado	Plátanos	En origen	0.37	Abierto (libre para publicación)	F	Valor normal	A
01/2016	Canarias	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
01/2016	Canarias	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen				Valor no disponible	O
01/2016	Canarias	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
01/2016	Canarias	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen				Valor no disponible	O
06/2021	Gran Canaria	Precio medio ponderado	Plátanos	En origen		Confidencialidad primaria debido a número mínimo de unidades	A	Valor provisional	P
06/2021	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor provisional	P
06/2021	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen				Valor provisional	P
06/2021	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor provisional	P
06/2021	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen				Valor provisional	P
05/2021	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.51	Abierto (libre para publicación)	F	Valor provisional	P
05/2021	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	24.39			Valor provisional	P
05/2021	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-5.56			Valor provisional	P
05/2021	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.10			Valor provisional	P
05/2021	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.03			Valor provisional	P
04/2021	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.54	Abierto (libre para publicación)	F	Valor provisional	P
04/2021	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	17.39			Valor provisional	P
04/2021	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	17.39			Valor provisional	P
04/2021	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.08			Valor provisional	P
04/2021	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.08			Valor provisional	P
03/2021	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.46	Abierto (libre para publicación)	F	Valor normal	A
03/2021	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	21.05				
03/2021	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	6.98				
03/2021	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.08				
03/2021	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.03				
02/2021	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.43	Abierto (libre para publicación)	F	Valor normal	A
02/2021	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	7.50				
02/2021	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-12.2				
02/2021	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.03				
02/2021	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.06				
01/2021	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.49	Abierto (libre para publicación)	F	Valor normal	A
01/2021	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	22.50				
01/2021	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	40.00				
01/2021	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.09				
01/2021	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.14				
12/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.35	Abierto (libre para publicación)	F	Valor normal	A
12/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-32.69				
12/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-36.36				
12/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.17				
12/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.2				
11/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.55	Abierto (libre para publicación)	F	Valor normal	A
11/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-40.86				
11/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-46.6				
11/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.38				
11/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.48				
10/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	1.03	Abierto (libre para publicación)	F	Valor normal	A
10/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-7.21				
10/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	19.77				
10/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.08				
10/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.17				
09/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.86	Abierto (libre para publicación)	F	Valor normal	A
09/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	16.22				
09/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	26.47				
09/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.12				
09/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.18				
08/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.68	Abierto (libre para publicación)	F	Valor normal	A
08/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	83.78				
08/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	13.33				
08/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.31				
08/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.08				
07/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.6	Abierto (libre para publicación)	F	Valor normal	A
07/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	81.82				
07/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	46.34				
07/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.27				
07/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.19				
06/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.41	Abierto (libre para publicación)	F	Valor normal	A
06/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	13.89				
06/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
06/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.05				
06/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
05/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.41	Abierto (libre para publicación)	F	Valor normal	A
05/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	7.89				
05/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-10.87				
05/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.03				
05/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.05				
04/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.46	Abierto (libre para publicación)	F	Valor normal	A
04/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	21.05				
04/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	21.05				
04/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.08				
04/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.08				
03/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
03/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-19.15				
03/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-5				
03/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.09				
03/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
02/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.4	Abierto (libre para publicación)	F	Valor normal	A
02/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-48.05				
02/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
02/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.37				
02/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
01/2020	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.4	Abierto (libre para publicación)	F	Valor normal	A
01/2020	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-50				
01/2020	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-23.08				
01/2020	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.4				
01/2020	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.12				
12/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.52	Abierto (libre para publicación)	F	Valor normal	A
12/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-37.35				
12/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-44.09				
12/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.31				
12/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.41				
11/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.93	Abierto (libre para publicación)	F	Valor normal	A
11/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	22.37				
11/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-16.22				
11/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.17				
11/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.18				
10/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	1.11	Abierto (libre para publicación)	F	Valor normal	A
10/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	56.34				
10/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	50				
10/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.4				
10/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.37				
09/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.74	Abierto (libre para publicación)	F	Valor normal	A
09/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-12.94				
09/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	100				
09/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.11				
09/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.37				
08/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.37	Abierto (libre para publicación)	F	Valor normal	A
08/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-59.78				
08/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	12.12				
08/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.55				
08/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.04				
07/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.33	Abierto (libre para publicación)	F	Valor normal	A
07/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-65.63				
07/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-8.33				
07/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.63				
07/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.03				
06/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.36	Abierto (libre para publicación)	F	Valor normal	A
06/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-64				
06/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-5.26				
06/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.64				
06/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
05/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
05/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-55.29				
05/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
05/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.47				
05/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
04/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
04/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-40.63				
04/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-19.15				
04/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.26				
04/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.09				
03/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.47	Abierto (libre para publicación)	F	Valor normal	A
03/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-12.96				
03/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-38.96				
03/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.07				
03/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.3				
02/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.77	Abierto (libre para publicación)	F	Valor normal	A
02/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	67.39				
02/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-3.75				
02/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.31				
02/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.03				
01/2019	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.8	Abierto (libre para publicación)	F	Valor normal	A
01/2019	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	110.53				
01/2019	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-3.61				
01/2019	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.42				
01/2019	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.03				
12/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.83	Abierto (libre para publicación)	F	Valor normal	A
12/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	151.52				
12/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	9.21				
12/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.5				
12/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.07				
11/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.76	Abierto (libre para publicación)	F	Valor normal	A
11/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	68.89				
11/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	7.04				
11/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.31				
11/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.05				
10/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.71	Abierto (libre para publicación)	F	Valor normal	A
10/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-5.33				
10/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-16.47				
10/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.04				
10/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.14				
09/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.85	Abierto (libre para publicación)	F	Valor normal	A
09/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	49.12				
09/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-7.61				
09/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.28				
09/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.07				
08/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.92	Abierto (libre para publicación)	F	Valor normal	A
08/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	130				
08/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-4.17				
08/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.52				
08/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.04				
07/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.96	Abierto (libre para publicación)	F	Valor normal	A
07/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	200				
07/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-4				
07/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.64				
07/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.04				
06/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	1	Abierto (libre para publicación)	F	Valor normal	A
06/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	222.58				
06/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	17.65				
06/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.69				
06/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.15				
05/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.85	Abierto (libre para publicación)	F	Valor normal	A
05/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	129.73				
05/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	32.81				
05/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.48				
05/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.21				
04/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.64	Abierto (libre para publicación)	F	Valor normal	A
04/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	56.1				
04/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	18.52				
04/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.23				
04/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.1				
03/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.54	Abierto (libre para publicación)	F	Valor normal	A
03/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	5.88				
03/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	17.39				
03/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.03				
03/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.08				
02/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.46	Abierto (libre para publicación)	F	Valor normal	A
02/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-23.33				
02/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	21.05				
02/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.14				
02/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.08				
01/2018	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
01/2018	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-36.67				
01/2018	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	15.15				
01/2018	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.22				
01/2018	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.05				
12/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.33	Abierto (libre para publicación)	F	Valor normal	A
12/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-35.29				
12/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-26.67				
12/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.18				
12/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.12				
11/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.45	Abierto (libre para publicación)	F	Valor normal	A
11/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-19.64				
11/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-40				
11/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.11				
11/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.3				
10/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.75	Abierto (libre para publicación)	F	Valor normal	A
10/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	33.93				
